id,gloss,replacement,stem,part_of_speech,speaker_id,utterance_id,token_order,corpus_id,transcript_id,speaker_code,speaker_name,speaker_role,target_child_id,target_child_age,target_child_name,target_child_sex,utterance_type,collection_id,collection_name,english,prefix,suffix,num_morphemes,language,corpus_name,clitic
3820843,go,,go,v,2949,966479,2,36,3277,CHI,Adam,Target_Child,2949,29.394854103780364,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3821342,go,,go,v,2949,966641,2,36,3272,CHI,Adam,Target_Child,2949,27.131973962504365,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3821363,go,,go,v,2949,966649,1,36,3277,CHI,Adam,Target_Child,2949,29.394854103780364,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3821506,going,,go,part,2949,966696,2,36,3284,CHI,Adam,Target_Child,2949,33.132097168319675,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3821757,go,,go,v,2949,966777,1,36,3285,CHI,Adam,Target_Child,2949,33.592065545493746,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3822181,go,,go,v,2949,966901,3,36,3275,CHI,Adam,Target_Child,2949,28.4933982217294,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3822223,go,,go,v,2949,966924,3,36,3276,CHI,Adam,Target_Child,2949,28.98622148298733,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3822350,go,,go,v,2949,966968,2,36,3272,CHI,Adam,Target_Child,2949,27.131973962504365,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3822395,go,,go,v,2949,966986,1,36,3277,CHI,Adam,Target_Child,2949,29.394854103780364,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3822437,go,,go,v,2949,966997,3,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3822585,go,,go,v,2949,967052,3,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3822589,go,,go,v,2949,967055,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3822606,going,,go,part,2949,967059,2,36,3276,CHI,Adam,Target_Child,2949,28.98622148298733,Adam,male,question,3,Eng-NA,,,PRESP,2,eng,Brown,
3822628,go,,go,v,2949,967071,1,36,3277,CHI,Adam,Target_Child,2949,29.394854103780364,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3822632,going,,go,part,2949,967073,2,36,3276,CHI,Adam,Target_Child,2949,28.98622148298733,Adam,male,question,3,Eng-NA,,,PRESP,2,eng,Brown,
3822964,go,,go,v,2949,967179,3,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3823014,go,,go,v,2949,967204,1,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3823039,go,,go,v,2949,967196,4,36,3279,CHI,Adam,Target_Child,2949,30.55914905850223,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3823057,go,,go,v,2949,967215,1,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3823087,going,,go,part,2949,967222,2,36,3276,CHI,Adam,Target_Child,2949,28.98622148298733,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3823287,go,,go,v,2949,967293,4,36,3281,CHI,Adam,Target_Child,2949,31.460604940553193,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3823354,go,,go,v,2949,967323,2,36,3281,CHI,Adam,Target_Child,2949,31.460604940553193,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3823475,go,,go,v,2949,967357,3,36,3276,CHI,Adam,Target_Child,2949,28.98622148298733,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3823714,go,,go,v,2949,967445,1,36,3273,CHI,Adam,Target_Child,2949,27.591942339678432,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3823896,go,,go,v,2949,967512,2,36,3277,CHI,Adam,Target_Child,2949,29.394854103780364,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3823926,go,,go,v,2949,967525,2,36,3277,CHI,Adam,Target_Child,2949,29.394854103780364,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3824146,go,,go,v,2949,967597,4,36,3281,CHI,Adam,Target_Child,2949,31.460604940553193,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3824437,go,,go,v,2949,967704,1,36,3285,CHI,Adam,Target_Child,2949,33.592065545493746,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3824474,going,,go,part,2949,967715,1,36,3279,CHI,Adam,Target_Child,2949,30.55914905850223,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3825151,go,,go,v,2949,967945,3,36,3274,CHI,Adam,Target_Child,2949,28.099139612723054,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3825185,go,,go,v,2949,967960,2,36,3274,CHI,Adam,Target_Child,2949,28.099139612723054,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3825651,go,,go,v,2949,968093,1,36,3279,CHI,Adam,Target_Child,2949,30.55914905850223,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3825655,go,,go,v,2949,968095,1,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3825682,go,,go,v,2949,968095,3,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3825908,go,,go,v,2949,968182,2,36,3279,CHI,Adam,Target_Child,2949,30.55914905850223,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3825950,go,,go,v,2949,968198,1,36,3275,CHI,Adam,Target_Child,2949,28.4933982217294,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3825965,go,,go,v,2949,968198,2,36,3275,CHI,Adam,Target_Child,2949,28.4933982217294,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3825976,go,,go,v,2949,968198,3,36,3275,CHI,Adam,Target_Child,2949,28.4933982217294,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3826033,go,,go,v,2949,968206,4,36,3284,CHI,Adam,Target_Child,2949,33.132097168319675,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3826202,go,,go,v,2949,968272,2,36,3272,CHI,Adam,Target_Child,2949,27.131973962504365,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3826215,went,,go,v,2949,968277,1,36,3278,CHI,Adam,Target_Child,2949,30.099180681328157,Adam,male,declarative,3,Eng-NA,,,PAST,2,eng,Brown,
3826221,went,,go,v,2949,968277,2,36,3278,CHI,Adam,Target_Child,2949,30.099180681328157,Adam,male,declarative,3,Eng-NA,,,PAST,2,eng,Brown,
3826231,went,,go,v,2949,968277,3,36,3278,CHI,Adam,Target_Child,2949,30.099180681328157,Adam,male,declarative,3,Eng-NA,,,PAST,2,eng,Brown,
3826244,went,,go,v,2949,968277,4,36,3278,CHI,Adam,Target_Child,2949,30.099180681328157,Adam,male,declarative,3,Eng-NA,,,PAST,2,eng,Brown,
3826390,go,,go,v,2949,968317,3,36,3281,CHI,Adam,Target_Child,2949,31.460604940553193,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3826744,go,,go,v,2949,968434,1,36,3285,CHI,Adam,Target_Child,2949,33.592065545493746,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3826864,go,,go,v,2949,968480,1,36,3275,CHI,Adam,Target_Child,2949,28.4933982217294,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3826906,go,,go,v,2949,968493,2,36,3272,CHI,Adam,Target_Child,2949,27.131973962504365,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3827080,go,,go,v,2949,968545,3,36,3276,CHI,Adam,Target_Child,2949,28.98622148298733,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3827172,go,,go,v,2949,968577,1,36,3275,CHI,Adam,Target_Child,2949,28.4933982217294,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3827297,went,,go,v,2949,968608,2,36,3278,CHI,Adam,Target_Child,2949,30.099180681328157,Adam,male,declarative,3,Eng-NA,,,PAST,2,eng,Brown,
3827305,go,,go,v,2949,968612,1,36,3286,CHI,Adam,Target_Child,2949,34.0664079344545,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3827382,goes,,go,v,2949,968646,1,36,3286,CHI,Adam,Target_Child,2949,34.0664079344545,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3827397,go,,go,v,2949,968641,3,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3827430,goes,,go,v,2949,968651,3,36,3286,CHI,Adam,Target_Child,2949,34.0664079344545,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3827489,goes,,go,v,2949,968666,3,36,3286,CHI,Adam,Target_Child,2949,34.0664079344545,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3827500,go,,go,v,2949,968670,3,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3827569,goes,,go,v,2949,968684,4,36,3286,CHI,Adam,Target_Child,2949,34.0664079344545,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3827608,go,,go,v,2949,968699,3,36,3279,CHI,Adam,Target_Child,2949,30.55914905850223,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3827626,go,,go,v,2949,968701,3,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3827648,go,,go,v,2949,968717,2,36,3286,CHI,Adam,Target_Child,2949,34.0664079344545,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3827762,go,,go,v,2949,968742,3,36,3275,CHI,Adam,Target_Child,2949,28.4933982217294,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3827764,go,,go,v,2949,968743,3,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3827774,go,,go,v,2949,968744,3,36,3279,CHI,Adam,Target_Child,2949,30.55914905850223,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3827892,go,,go,v,2949,968783,3,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3827943,go,,go,v,2949,968808,1,36,3277,CHI,Adam,Target_Child,2949,29.394854103780364,Adam,male,trail off,3,Eng-NA,,,,1,eng,Brown,
3828094,go,,go,v,2949,968847,3,36,3273,CHI,Adam,Target_Child,2949,27.591942339678432,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3828113,went,,go,v,2949,968846,4,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,question,3,Eng-NA,,,PAST,2,eng,Brown,
3828161,go,,go,v,2949,968865,3,36,3284,CHI,Adam,Target_Child,2949,33.132097168319675,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3828380,go,,go,v,2949,968932,2,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3828419,go,,go,v,2949,968944,3,36,3287,CHI,Adam,Target_Child,2949,34.526376311628574,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3828716,go,,go,v,2949,969039,5,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3828829,go,,go,v,2949,969084,3,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3828856,go,,go,v,2949,969097,3,36,3289,CHI,Adam,Target_Child,2949,35.42783219367954,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3828887,go,,go,v,2949,969109,3,36,3275,CHI,Adam,Target_Child,2949,28.4933982217294,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3828932,go,,go,v,2949,969125,2,36,3275,CHI,Adam,Target_Child,2949,28.4933982217294,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3829064,go,,go,v,2949,969160,3,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3829104,go,,go,v,2949,969168,2,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3829130,go,,go,v,2949,969176,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3829321,go,,go,v,2949,969247,2,36,3284,CHI,Adam,Target_Child,2949,33.132097168319675,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3829414,go,,go,v,2949,969271,3,36,3284,CHI,Adam,Target_Child,2949,33.132097168319675,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3829604,going,,go,n:gerund,2949,969343,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3829669,going,,go,part,2949,969360,2,36,3280,CHI,Adam,Target_Child,2949,31.033491447462985,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3829856,go,,go,v,2949,969413,4,36,3272,CHI,Adam,Target_Child,2949,27.131973962504365,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3830057,going,,go,part,2949,969483,2,36,3286,CHI,Adam,Target_Child,2949,34.0664079344545,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3830098,go,,go,v,2949,969495,3,36,3285,CHI,Adam,Target_Child,2949,33.592065545493746,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3830139,goes,,go,v,2949,969505,2,36,3288,CHI,Adam,Target_Child,2949,34.986344688802646,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3830160,going,,go,part,2949,969505,3,36,3288,CHI,Adam,Target_Child,2949,34.986344688802646,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3830208,going,,go,part,2949,969505,6,36,3288,CHI,Adam,Target_Child,2949,34.986344688802646,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3830234,going,,go,n:gerund,2949,969538,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3830246,going,,go,n:gerund,2949,969540,2,36,3293,CHI,Adam,Target_Child,2949,37.2964537259492,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3830252,go,,go,v,2949,969535,4,36,3279,CHI,Adam,Target_Child,2949,30.55914905850223,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3830266,go,,go,v,2949,969545,2,36,3291,CHI,Adam,Target_Child,2949,36.36214295981437,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3830366,go,,go,v,2949,969571,4,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3830450,go,,go,v,2949,969601,4,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3830486,go,,go,v,2949,969627,1,36,3285,CHI,Adam,Target_Child,2949,33.592065545493746,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3830520,go,,go,v,2949,969630,3,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3830542,go,,go,v,2949,969632,4,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3830579,going,,go,n:gerund,2949,969654,2,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3830632,go,,go,v,2949,969670,3,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3830899,going,,go,part,2949,969743,6,36,3291,CHI,Adam,Target_Child,2949,36.36214295981437,Adam,male,question,3,Eng-NA,,,PRESP,2,eng,Brown,
3830904,go,,go,v,2949,969771,1,36,3275,CHI,Adam,Target_Child,2949,28.4933982217294,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3831151,going,,go,n:gerund,2949,969853,2,36,3293,CHI,Adam,Target_Child,2949,37.2964537259492,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3831183,going,,go,part,2949,969857,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3831285,going,,go,part,2949,969894,2,36,3292,CHI,Adam,Target_Child,2949,36.822111336988435,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3831573,go,,go,v,2949,969998,2,36,3291,CHI,Adam,Target_Child,2949,36.36214295981437,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3831899,go,,go,v,2949,970085,5,36,3289,CHI,Adam,Target_Child,2949,35.42783219367954,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3831944,go,,go,v,2949,970115,2,36,3289,CHI,Adam,Target_Child,2949,35.42783219367954,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3832001,going,,go,part,2949,970138,2,36,3291,CHI,Adam,Target_Child,2949,36.36214295981437,Adam,male,question,3,Eng-NA,,,PRESP,2,eng,Brown,
3832019,going,,go,part,2949,970146,1,36,3289,CHI,Adam,Target_Child,2949,35.42783219367954,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3832042,go,,go,v,2949,970152,2,36,3281,CHI,Adam,Target_Child,2949,31.460604940553193,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3832089,go,,go,v,2949,970167,2,36,3281,CHI,Adam,Target_Child,2949,31.460604940553193,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3832341,go,,go,v,2949,970255,2,36,3274,CHI,Adam,Target_Child,2949,28.099139612723054,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3832451,go,,go,v,2949,970305,2,36,3277,CHI,Adam,Target_Child,2949,29.394854103780364,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3832455,go,,go,v,2949,970310,1,36,3283,CHI,Adam,Target_Child,2949,32.52633524302347,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3832494,go,,go,v,2949,970319,2,36,3277,CHI,Adam,Target_Child,2949,29.394854103780364,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3832510,going,,go,n:gerund,2949,970324,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3832539,go,,go,v,2949,970334,2,36,3277,CHI,Adam,Target_Child,2949,29.394854103780364,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3832589,go,,go,v,2949,970356,2,36,3277,CHI,Adam,Target_Child,2949,29.394854103780364,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3832859,go,,go,v,2949,970430,2,36,3274,CHI,Adam,Target_Child,2949,28.099139612723054,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3833041,go,,go,v,2949,970486,2,36,3274,CHI,Adam,Target_Child,2949,28.099139612723054,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3833113,go,,go,v,2949,970510,3,36,3274,CHI,Adam,Target_Child,2949,28.099139612723054,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3833450,going,,go,n:gerund,2949,970624,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3833622,goes,,go,v,2949,970680,3,36,3286,CHI,Adam,Target_Child,2949,34.0664079344545,Adam,male,question,3,Eng-NA,,,3S,2,eng,Brown,
3833630,go,,go,v,2949,970689,1,36,3276,CHI,Adam,Target_Child,2949,28.98622148298733,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3833665,goes,,go,v,2949,970696,2,36,3286,CHI,Adam,Target_Child,2949,34.0664079344545,Adam,male,declarative,3,Eng-NA,,,3S,2,eng,Brown,
3833694,go,,go,v,2949,970704,2,36,3276,CHI,Adam,Target_Child,2949,28.98622148298733,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3833779,goes,,go,v,2949,970725,4,36,3286,CHI,Adam,Target_Child,2949,34.0664079344545,Adam,male,question,3,Eng-NA,,,3S,2,eng,Brown,
3833863,go,,go,v,2949,970753,4,36,3286,CHI,Adam,Target_Child,2949,34.0664079344545,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3833869,go,,go,v,2949,970760,3,36,3285,CHI,Adam,Target_Child,2949,33.592065545493746,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3833926,go,,go,v,2949,970780,3,36,3285,CHI,Adam,Target_Child,2949,33.592065545493746,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3834111,go,,go,v,2949,970850,1,36,3282,CHI,Adam,Target_Child,2949,32.033511981765535,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3834305,going,,go,part,2949,970909,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,trail off,3,Eng-NA,,,PRESP,2,eng,Brown,
3834433,go,,go,v,2949,970943,2,36,3273,CHI,Adam,Target_Child,2949,27.591942339678432,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3834445,going,,go,n:gerund,2949,970949,2,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3834634,go,,go,v,2949,971011,1,36,3285,CHI,Adam,Target_Child,2949,33.592065545493746,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3834715,go,,go,v,2949,971030,2,36,3276,CHI,Adam,Target_Child,2949,28.98622148298733,Adam,male,question,3,Eng-NA,,,,1,eng,Brown,
3834718,go,,go,v,2949,971033,1,36,3284,CHI,Adam,Target_Child,2949,33.132097168319675,Adam,male,declarative,3,Eng-NA,,,,1,eng,Brown,
3835182,going,,go,part,2949,971164,2,36,3288,CHI,Adam,Target_Child,2949,34.986344688802646,Adam,male,declarative,3,Eng-NA,,,PRESP,2,eng,Brown,
3835188,going,,go,part,2949,971156,4,36,3290,CHI,Adam,Target_Child,2949,35.920655454937474,Adam,male,trail off,3,Eng-NA,,,PRESP,2,eng,Brown,
